Transcript Exonic_reads_sense Junction_reads_sense Exonic_reads_antisense Junction_reads_antisense
BL75282_cuf0 0 0 0 0
BL07736_cuf1 0 1 0 0
BL85146_cuf0 0 0 0 0
BL62200_cuf0 0 2 0 0
BL73047_cuf0 0 0 0 0
BL10466_cuf1 0 0 0 0
BL15158_evm0 1 0 0 0
BL47734_cuf0 0 0 0 0
BL13993_cuf0 1 0 0 0
BL24624_evm0 0 0 0 0
BL04275_evm0 0 0 0 0
BL97242_cuf0 0 0 0 0
BL22012_evm0 0 2 0 0
BL18617_evm9 0 0 0 0
BL00765_cuf2 0 0 0 0
BL15257_evm0 0 0 0 0
BL15113_evm0 0 0 0 0
BL15166_evm0 0 0 0 0
BL50343_cuf0 0 0 0 0
BL33451_cuf0 0 0 0 0
BL17075_cuf0 0 0 0 0
BL06836_cuf0 0 0 0 0
BL04105_cuf0 0 0 0 0
BL20805_cuf6 0 0 0 0
BL02205_cuf0 0 0 0 0
BL05659_evm0 0 0 0 0
BL95394_evm1 0 0 0 0
BL05418_cuf0 0 0 0 0
BL20434_evm0 1 0 0 0
BL31010_evm0 0 0 0 0
BL05093_cuf1 0 0 0 0
BL89805_cuf0 0 0 0 0
BL11287_cuf0 0 1 0 0
BL78003_cuf0 0 0 0 0
BL05799_cuf0 1 0 0 0
BL08981_cuf0 0 0 0 0
BL11246_evm0 0 0 0 0
BL00627_cuf3 1 4 0 0
BL17565_cuf0 0 0 0 0
BL11897_cuf0 0 0 0 0
BL06890_cuf0 0 0 0 0
BL13136_cuf1 0 1 0 0
BL29196_evm0 0 0 0 0
BL22281_evm1 15 3 0 0
BL96592_cuf0 1 0 0 0
BL50282_cuf0 0 0 0 0
BL11875_evm11 1 0 0 0
BL11257_cuf0 0 0 0 0
BL61789_cuf0 0 0 0 0
BL16331_cuf0 0 0 0 0
BL17870_cuf2 0 6 0 0
BL28824_evm0 0 0 0 0
BL27009_evm0 0 0 0 0
BL22716_cuf0 0 0 0 0
BL07946_evm2 0 2 0 0
BL09938_cuf0 0 0 0 0
BL21682_cuf3 0 0 0 0
BL00991_cuf0 0 0 0 0
BL95236_evm0 0 0 0 0
BL23143_cuf13 0 2 0 0
BL79967_cuf0 0 0 0 0
BL28619_evm0 0 0 0 0
BL20740_cuf8 0 0 0 0
BL42092_cuf0 1 0 0 0
BL27567_evm0 0 0 0 0
BL10689_cuf3 0 0 0 0
BL90886_cuf1 0 0 0 0
BL59606_cuf2 0 0 0 0
BL96311_cuf0 0 0 0 0
BL01891_cuf0 0 0 0 0
BL13964_cuf1 0 0 0 0
BL00373_cuf0 0 0 0 0
BL19088_cuf0 0 0 0 0
BL76693_cuf2 0 0 0 0
BL06261_cuf4 0 2 0 0
BL14514_evm1 0 1 0 0
BL01309_cuf0 0 1 0 0
BL63206_cuf0 1 0 0 0
BL20898_cuf1 0 0 0 0
BL06741_cuf5 0 9 0 0
BL96386_cuf65 0 6 0 0
BL20329_cuf2 0 3 0 0
BL24528_cuf1 0 6 0 0
BL10923_evm0 0 0 0 0
BL03192_cuf0 0 0 0 0
BL27153_evm0 0 0 0 0
BL01393_cuf0 1 0 0 0
BL19077_cuf0 0 0 0 0
BL29353_evm1 0 0 0 0
BL07318_evm0 0 0 0 0
BL21225_cuf1 1 0 0 0
BL24629_cuf1 0 0 0 0
BL96042_evm0 0 0 0 0
BL20522_evm0 0 0 0 0
BL97095_cuf10 0 0 0 0
BL73933_cuf0 0 0 0 0
BL16347_cuf6 0 3 0 0
BL16260_cuf1 1 0 0 0
BL16483_cuf0 0 0 0 0
BL09472_cuf0 0 0 0 0
BL97246_cuf5 0 0 0 0
BL51974_cuf1 0 0 0 0
BL07949_evm16 0 2 0 0
BL17712_evm1 0 0 0 0
BL22007_cuf0 0 0 0 0
BL00379_cuf1 1 2 0 0
BL43317_cuf0 0 0 0 0
BL87238_cuf0 0 0 0 0
BL01928_cuf0 0 1 0 0
BL29494_evm0 0 0 0 0
BL13218_cuf8 0 0 0 0
BL38238_cuf0 0 0 0 0
BL08937_cuf0 0 1 0 0
BL96060_evm1 0 0 0 0
BL07383_cuf1 0 0 0 0
BL16006_evm0 0 0 0 0
BL97130_cuf3 0 0 0 0
BL84046_cuf0 0 0 0 0
BL25299_evm0 0 0 0 0
BL05273_cuf1 4 0 0 0
BL25463_evm0 0 0 0 0
BL13650_cuf5 1 0 0 0
BL26552_evm0 0 0 0 0
BL65735_cuf0 0 0 0 0
BL09475_cuf2 0 0 0 0
BL06611_cuf0 3 0 0 0
BL04498_cuf1 0 0 0 0
BL17621_evm0 0 0 0 0
BL09185_cuf8 0 0 0 0
BL05120_evm1 0 0 0 0
BL17487_evm0 0 0 0 0
BL20809_cuf0 0 0 0 0
BL13887_evm0 0 0 0 0
BL48801_cuf0 0 0 0 0
BL04556_cuf2 0 0 0 0
BL95266_evm0 0 0 0 0
BL23140_cuf3 1 0 0 0
BL03432_cuf0 0 0 0 0
BL76228_cuf0 0 0 0 0
BL05604_cuf0 0 0 0 21
BL21054_evm1 0 0 0 0
BL19989_cuf4 0 0 0 0
BL02738_cuf1 0 0 0 0
BL11206_cuf0 0 0 0 0
BL16589_cuf0 0 0 0 0
BL64720_cuf0 0 0 0 0
BL84413_cuf0 0 0 0 0
BL12415_evm2 0 0 0 0
BL95725_evm0 0 3 0 0
BL32313_evm0 0 0 0 0
BL08066_evm0 0 0 0 0
BL17816_evm1 0 0 0 0
BL08134_cuf1 0 0 0 0
BL22196_evm0 1 2 0 0
BL04243_cuf0 0 0 0 0
BL01124_cuf3 1 0 5 0
BL11047_cuf0 0 0 0 0
BL05405_cuf0 0 0 0 0
BL01533_cuf1 1 0 0 0
BL10891_cuf0 3 0 0 0
BL95891_evm1 6 2 0 0
BL97131_cuf4 0 0 0 0
BL70423_cuf0 0 0 0 0
BL15226_evm0 0 0 0 0
BL05856_cuf0 0 0 0 0
BL25371_evm0 0 0 0 0
BL20121_cuf1 0 0 0 0
BL59155_cuf0 0 0 0 0
BL51947_cuf0 0 0 0 0
BL16879_cuf2 0 0 0 0
BL31198_evm0 0 0 0 0
BL22898_evm0 0 0 0 0
BL78138_cuf0 0 0 0 0
BL20677_evm0 0 0 0 0
BL07628_cuf0 0 0 0 0
BL00533_cuf0 0 0 0 0
BL24778_cuf0 0 2 0 0
BL20796_cuf1 0 0 0 0
BL10230_cuf3 0 1 0 0
BL01171_cuf1 0 0 0 0
BL10694_cuf2 0 0 0 0
BL08522_cuf0 0 4 0 0
BL25434_evm0 0 0 0 0
BL09276_cuf9 0 0 0 0
BL21728_cuf0 0 0 0 0
BL19058_cuf1 0 0 0 0
BL97086_cuf11 0 0 0 0
BL05622_evm0 0 0 0 0
BL06442_cuf3 0 1 0 0
BL01648_evm1 0 0 0 0
BL87252_cuf1 0 0 0 0
BL20941_cuf2 0 0 0 0
BL21818_cuf0 0 0 0 0
BL09026_cuf0 0 0 0 0
BL10470_evm6 0 1 0 0
BL02603_cuf0 13 0 0 0
BL08509_cuf1 0 0 0 0
BL07103_evm0 0 0 0 0
BL35758_cuf0 0 0 0 0
BL08160_cuf0 0 0 0 0
BL49623_cuf0 0 0 0 0
BL14678_evm0 1 0 0 0
BL24168_evm0 0 0 0 0
BL04769_evm0 0 0 0 0
BL97345_cuf6 0 0 0 0
BL01156_cuf4 0 0 0 0
BL05994_cuf4 0 0 0 0
BL24272_cuf0 0 0 0 0
BL01825_cuf0 0 0 0 0
BL28956_evm0 0 0 0 0
BL03817_cuf4 0 0 0 0
BL24635_evm0 0 0 0 0
BL29133_evm0 0 0 0 0
BL03038_cuf1 0 1 0 0
BL68479_cuf1 0 0 0 0
BL01135_cuf4 0 1 0 2
BL11955_cuf5 0 0 0 0
BL13506_cuf0 8 0 0 0
BL69619_cuf0 0 0 0 0
BL96813_cuf0 0 0 0 0
BL17602_evm0 0 0 0 0
BL95399_evm1 0 1 0 0
BL03229_evm1 0 0 0 0
BL59243_cuf0 0 0 0 0
BL12083_cuf1 0 0 0 0
BL19199_evm0 0 0 0 0
BL31892_evm0 0 0 0 0
BL28247_evm0 0 0 0 0
BL00395_evm0 0 0 0 0
BL15920_cuf3 0 0 0 0
BL30315_evm0 0 0 0 0
BL21962_cuf1 0 0 0 0
BL18906_cuf0 1 0 0 0
BL18322_cuf1 0 0 0 0
BL24019_evm0 0 0 0 0
BL41100_cuf0 0 0 0 0
BL02355_cuf0 0 0 0 0
BL02902_cuf0 0 0 0 0
BL18423_cuf0 0 1 0 0
BL25710_evm0 0 0 0 0
BL00749_cuf0 0 0 0 0
BL97054_cuf4 0 0 0 0
BL21876_evm0 0 0 0 0
BL09606_cuf1 0 0 0 0
BL08270_evm1 0 0 0 0
BL11697_evm0 0 0 0 0
BL13849_evm0 0 0 0 0
BL29821_evm0 0 1 0 0
BL36147_cuf0 0 0 0 0
BL21744_cuf0 0 0 0 0
BL09617_cuf0 0 0 0 0
BL21353_cuf1 0 4 0 0
BL66774_cuf0 0 0 0 0
BL95930_evm0 0 1 0 0
BL95135_evm1 0 1 0 0
BL19117_cuf0 0 0 0 0
BL23526_cuf0 0 0 0 0
BL07257_cuf0 0 0 0 0
BL21606_cuf1 0 0 0 0
BL18061_cuf0 0 0 0 0
BL27451_evm0 0 0 0 0
BL11325_cuf0 0 0 0 0
BL17004_cuf1 0 0 0 0
BL20226_cuf0 1 0 0 0
BL07636_cuf0 0 0 0 0
BL00840_cuf0 0 0 0 0
BL11250_evm2 0 0 0 0
BL06070_cuf0 0 0 0 0
BL01971_cuf0 0 0 0 0
BL61169_cuf0 0 0 0 0
BL03972_cuf1 0 0 0 0
BL01240_evm0 0 0 0 0
BL08724_cuf0 0 0 0 0
BL95766_evm0 0 1 0 0
BL25012_cuf0 0 0 0 0
BL11201_cuf0 0 0 0 0
BL09161_cuf3 0 2 0 0
BL11902_cuf0 1 3 0 0
BL00783_evm1 1 0 0 0
BL18388_evm1 0 3 0 0
BL14136_evm0 0 1 0 0
BL23437_evm1 0 1 0 0
BL31683_evm0 0 0 0 0
BL09348_cuf0 2 0 0 0
BL14487_cuf0 4 0 0 0
BL05754_cuf1 0 0 0 0
BL83899_cuf0 0 0 0 0
BL13172_evm4 0 0 0 0
BL10092_evm0 0 0 0 0
BL00236_cuf2 0 20 0 0
BL38881_cuf0 0 0 0 0
BL17326_cuf1 0 0 0 0
BL83126_cuf0 0 0 0 0
BL14790_cuf0 0 0 0 0
BL46488_cuf1 0 0 0 0
BL23628_evm0 0 0 0 0
BL22782_cuf0 1 0 0 0
BL17118_evm0 0 0 0 0
BL68139_cuf0 0 0 0 0
BL07331_cuf2 0 4 0 0
BL20534_evm1 0 0 0 0
BL13202_cuf1 1 0 0 0
BL16744_cuf0 0 0 0 0
BL42573_cuf0 0 0 0 0
BL24894_cuf0 0 0 0 0
BL66403_cuf0 0 0 0 0
BL18611_cuf1 1 0 0 0
BL09512_cuf0 0 0 0 0
BL03577_evm0 0 11 0 0
BL23640_cuf0 0 0 0 0
BL22604_cuf0 0 0 0 0
BL20990_evm0 0 0 0 0
BL97042_cuf4 0 0 0 0
BL13454_evm0 0 0 0 0
BL04449_cuf2 0 1 0 0
BL12782_evm0 0 0 0 0
BL04043_cuf0 0 0 0 0
BL11556_cuf0 0 0 0 0
BL05677_evm2 0 4 0 0
BL64403_cuf5 1 0 0 0
BL29376_evm0 0 0 0 0
BL14055_cuf6 0 2 0 0
BL17822_evm0 0 0 0 0
BL10416_cuf0 0 0 0 0
BL26308_evm0 0 0 0 0
BL07684_evm0 0 5 0 0
BL26232_evm0 0 0 0 0
BL08659_cuf0 0 0 0 0
BL01490_evm0 0 0 0 0
BL21720_cuf0 0 5 0 0
BL58981_cuf0 0 0 0 0
BL13990_cuf0 0 2 0 0
BL16069_cuf0 0 0 0 0
BL05139_cuf4 0 22 0 0
BL02151_cuf0 0 0 0 0
BL96324_cuf12 0 0 0 0
BL00967_cuf0 0 3 0 0
BL33867_cuf0 0 0 0 0
BL18204_cuf6 0 11 0 1
BL04396_evm0 0 0 0 0
BL46079_cuf0 0 0 0 0
BL96050_evm0 0 0 0 0
BL00895_cuf17 0 0 0 0
BL65074_cuf0 0 0 0 0
BL26840_evm0 0 0 0 0
BL30454_evm0 0 0 0 0
BL42491_cuf0 0 0 0 0
BL08342_cuf4 0 1 0 0
BL20905_evm0 0 0 0 0
BL02013_cuf0 0 0 0 0
BL01081_evm1 0 0 0 0
BL72620_cuf0 0 0 0 0
BL19145_cuf0 0 0 0 0
BL90247_cuf0 0 0 0 0
BL63905_cuf0 0 0 0 0
BL02855_cuf0 0 1 0 0
BL20869_evm0 0 0 0 0
BL10412_cuf22 0 6 0 0
BL13513_cuf0 4 0 0 0
BL18621_evm0 0 0 0 0
BL69975_cuf0 0 0 0 0
BL09833_evm0 0 0 0 0
BL95385_evm0 4 3 0 0
BL11922_cuf0 0 0 0 0
BL18641_evm0 0 1 0 0
BL09724_evm0 0 0 0 0
BL25777_evm0 0 0 0 0
BL14403_cuf4 2 0 0 0
BL04069_evm0 0 0 0 0
BL04081_cuf9 0 3 0 0
BL84521_cuf0 0 0 0 0
BL96392_cuf71 0 4 0 0
BL18904_cuf0 0 0 0 0
BL10957_cuf2 0 0 0 0
BL21336_cuf0 0 0 2 0
BL08728_evm0 0 0 0 0
BL04068_cuf0 1 0 0 0
BL57070_cuf0 0 0 0 0
BL47743_cuf0 0 0 0 0
BL22229_cuf0 1 0 0 0
BL77896_cuf3 0 0 0 0
BL16994_evm0 0 0 0 0
BL08736_cuf0 1 0 0 0
BL04429_evm0 0 0 0 0
BL96566_cuf0 0 0 0 0
BL61912_cuf0 0 0 0 0
BL24546_cuf0 0 0 0 0
BL11486_evm0 0 0 0 0
BL26712_evm0 0 0 0 0
BL05428_cuf0 2 0 0 0
BL24662_cuf0 0 3 0 0
BL09395_evm4 0 0 0 0
BL03321_evm6 13 0 0 0
BL11079_cuf0 2 0 0 0
BL53638_cuf0 0 0 0 0
BL04951_cuf2 1 0 0 0
BL18045_cuf0 0 0 0 0
BL24937_cuf2 0 8 0 0
BL76430_cuf0 0 0 0 0
BL22859_cuf0 0 0 0 0
BL75201_cuf0 0 0 0 0
BL13569_evm0 0 0 0 0
BL31801_evm0 0 0 0 0
BL13432_cuf0 0 0 0 0
BL83306_cuf0 0 0 0 0
BL07126_evm0 27 0 0 0
BL71091_cuf0 0 0 0 0
BL25892_evm0 0 0 0 0
BL14979_cuf2 0 1 0 0
BL01890_evm0 0 0 0 0
BL71899_cuf0 0 0 0 0
BL95786_evm0 0 0 0 0
BL07284_cuf0 0 0 0 0
BL19890_cuf2 1 0 0 0
BL67067_cuf0 0 0 0 0
BL59864_cuf0 0 0 0 0
BL87152_cuf0 0 0 0 0
BL28940_evm0 0 0 0 0
BL04346_evm0 2 0 0 0
BL30714_evm0 0 0 0 0
BL07239_cuf8 0 0 0 0
BL04610_cuf0 0 0 0 0
BL02506_cuf4 0 0 0 0
BL23733_cuf0 0 0 0 0
BL16009_cuf7 0 0 0 0
BL08963_cuf0 0 0 0 0
BL84119_cuf0 0 0 0 0
BL23625_cuf0 0 0 0 0
BL14629_cuf2 0 0 0 0
BL07343_cuf5 0 3 0 0
BL43596_cuf1 0 0 0 0
BL12145_evm0 0 0 0 0
BL10306_cuf0 0 1 0 0
BL96787_cuf3 1 0 0 0
BL15779_evm0 0 0 0 0
BL29415_evm0 1 0 0 0
BL25983_evm0 3 0 0 0
BL77469_cuf0 0 0 0 0
BL23500_cuf4 1 0 0 0
BL00831_cuf1 0 0 0 0
BL01589_evm0 0 0 0 0
BL35829_cuf1 0 0 0 0
BL20916_evm0 1 0 0 0
BL96102_evm0 1 0 0 0
BL24748_evm1 0 0 0 0
BL09040_evm3 0 0 0 0
BL05041_evm0 0 1 0 0
BL51306_cuf0 0 0 0 0
BL04173_evm0 0 0 0 0
BL16828_cuf0 0 0 0 0
BL23441_cuf1 1 0 0 0
BL12847_evm0 0 0 0 0
BL14910_cuf0 2 0 0 0
BL24889_cuf1 0 0 0 0
BL17622_cuf4 0 0 0 0
BL29669_evm0 0 0 0 0
BL20525_cuf0 0 0 0 0
BL13786_cuf0 0 1 0 0
BL12472_evm0 0 0 0 0
BL24183_cuf0 0 0 0 0
BL44287_cuf0 0 0 0 0
BL15171_cuf0 0 0 0 0
BL14882_evm7 0 0 0 0
BL01709_cuf1 0 0 0 0
BL23845_cuf0 2 0 0 0
BL08141_evm2 0 0 0 0
BL95181_evm1 0 0 0 0
BL06429_cuf0 0 0 0 0
BL05341_cuf0 0 0 0 0
BL00429_cuf0 0 0 0 0
BL10503_cuf0 1 0 0 0
BL07113_evm0 0 0 0 0
BL27248_evm0 0 0 0 0
BL10765_evm0 0 1 0 0
BL12367_cuf0 1 0 0 0
BL30124_evm0 0 0 0 0
BL10993_cuf9 0 8 0 1
BL82149_cuf1 0 0 0 0
BL68681_cuf0 1 0 0 0
BL02988_evm0 0 0 0 0
BL75115_cuf0 0 0 0 0
BL02637_cuf0 0 0 0 0
BL08516_cuf0 0 0 0 0
BL52827_cuf1 0 0 0 0
BL01924_cuf3 0 0 0 0
BL21449_evm2 0 0 0 0
BL95770_evm0 0 0 0 0
BL19515_evm0 1 0 0 0
BL36278_cuf0 0 0 0 0
BL20289_evm2 0 2 0 0
BL30728_evm0 0 0 0 0
BL12571_evm0 0 0 0 0
BL10710_cuf0 0 0 0 0
BL07813_cuf2 0 0 0 0
BL22996_cuf2 0 1 0 0
BL39636_cuf0 0 0 0 0
BL09155_cuf0 0 0 0 0
BL14759_evm0 0 0 0 0
BL09440_cuf0 0 0 0 0
BL20860_cuf0 0 4 0 0
BL02000_cuf1 0 0 0 0
BL95761_evm1 0 0 0 0
BL26784_evm0 0 0 0 0
BL43686_cuf0 0 0 0 0
BL01188_cuf0 2 0 0 0
BL19006_evm1 0 1 0 0
BL37081_cuf0 0 0 0 0
BL16282_cuf0 0 0 0 0
BL28198_evm0 0 0 0 0
BL95781_evm1 0 0 0 0
BL15206_evm0 0 0 0 0
BL21036_cuf8 3 0 0 0
BL14393_evm0 2 1 0 0
BL79844_cuf0 0 0 0 0
BL96246_cuf0 0 0 0 0
BL11235_evm1 0 2 0 0
BL39931_cuf0 0 0 0 0
BL07260_cuf0 0 0 0 0
BL11484_cuf0 3 1 0 0
BL20764_evm15 1 2 1 0
BL86280_cuf0 0 0 0 0
BL70657_cuf0 0 0 0 0
BL28820_evm0 0 0 0 0
BL72434_cuf0 0 0 0 0
BL45104_cuf0 0 0 0 0
BL19403_cuf3 0 6 0 0
BL15078_cuf1 0 0 0 0
BL32184_evm0 0 0 0 0
BL03107_cuf2 0 0 0 0
BL25915_evm0 0 0 0 0
BL27717_evm0 0 0 0 0
BL19275_cuf8 0 0 0 0
BL80608_cuf0 0 0 0 0
BL09955_cuf2 1 0 0 0
BL24982_evm2 0 1 0 0
BL01338_cuf0 4 0 0 0
BL06532_cuf0 0 0 0 0
BL27737_evm0 0 0 0 0
BL91397_cuf0 0 0 0 0
BL27971_evm0 0 0 0 0
BL58579_cuf0 0 0 0 0
BL31988_evm0 0 0 0 0
BL74773_cuf0 0 0 0 0
BL29888_evm0 0 0 0 0
BL11740_evm0 0 0 0 0
BL16478_evm10 0 0 0 0
BL16687_cuf8 0 0 0 0
BL12208_cuf1 0 0 0 0
BL22891_cuf3 0 4 0 0
BL70523_cuf0 0 0 0 0
BL19554_cuf1 0 0 0 0
BL96358_cuf4 0 0 0 0
BL95532_evm0 0 0 0 0
BL95941_evm1 0 0 0 0
BL23258_cuf0 4 0 0 0
BL02059_cuf0 0 0 0 0
BL16281_cuf0 0 0 0 0
BL31986_evm0 0 0 0 0
BL29232_evm0 0 0 0 0
BL10144_evm1 0 1 0 0
BL29304_evm0 5 3 0 0
BL00794_cuf0 0 2 0 0
BL78903_cuf1 0 0 0 0
BL15337_cuf0 0 0 0 0
BL07725_cuf6 0 0 0 0
BL24229_evm0 0 0 0 0
BL41737_cuf0 0 0 0 0
BL38978_cuf0 0 0 0 0
BL22333_evm4 0 0 0 0
BL13793_evm1 1 0 0 0
BL13670_cuf4 0 0 0 0
BL11810_evm1 0 0 0 0
BL66978_cuf0 0 0 0 0
BL12332_evm0 0 0 0 0
BL05368_evm4 0 1 0 0
BL87791_cuf0 0 0 0 0
BL03456_evm1 0 1 0 0
BL12025_cuf0 0 0 0 0
BL07249_cuf0 0 0 0 0
BL31135_evm0 0 6 0 0
BL19489_cuf3 0 3 0 0
BL13049_cuf1 0 1 0 0
BL23209_cuf0 0 0 0 0
BL33377_cuf0 0 7 0 0
BL18826_evm0 0 0 0 0
BL33381_cuf0 0 12 0 0
BL11744_evm6 0 0 0 0
BL22790_cuf0 0 0 0 0
BL04073_cuf2 0 1 0 0
BL20325_evm0 0 2 0 0
BL81781_cuf0 0 0 0 0
BL96006_evm0 0 0 0 0
BL11937_cuf3 0 0 0 0
BL68664_cuf0 0 0 0 0
BL81572_cuf0 0 0 0 0
BL04310_evm0 0 0 0 0
BL05959_cuf0 0 0 0 0
BL08302_cuf1 0 0 0 0
BL20521_cuf0 0 0 0 0
BL79336_cuf1 0 0 0 0
BL09831_cuf2 0 0 0 0
BL16896_cuf1 0 15 0 0
BL36819_cuf0 0 0 0 0
BL03114_evm0 0 0 0 0
BL11239_cuf7 0 1 0 0
BL07258_evm1 0 0 0 0
BL14272_cuf0 0 1 0 0
BL30130_evm0 0 0 0 0
BL17016_evm4 0 0 0 0
BL20516_evm1 0 0 0 0
BL50894_cuf0 0 0 0 0
BL19195_evm0 0 0 0 0
BL17247_cuf3 0 0 0 0
BL18686_evm0 0 39 0 0
BL19128_cuf2 0 0 0 0
BL48417_cuf0 0 0 0 0
BL26795_evm0 0 0 0 0
BL04681_cuf1 0 0 0 0
BL16013_cuf0 0 3 0 0
BL31487_evm0 0 0 0 0
BL17097_cuf6 0 1 0 0
BL08401_cuf2 0 1 0 0
BL28089_evm0 0 0 0 0
BL13727_cuf0 0 0 0 0
BL24276_cuf5 0 0 0 0
BL25094_evm0 0 0 0 0
BL08183_evm0 0 0 0 0
BL24286_cuf3 1 0 0 0
BL90239_cuf0 2 0 0 0
BL96740_cuf6 0 0 0 0
BL21364_cuf0 2 0 0 0
BL65416_cuf0 0 0 0 0
BL07623_evm0 0 6 0 0
BL01963_evm3 0 0 0 0
BL14576_cuf0 0 2 0 0
BL22215_cuf0 0 0 0 0
BL25081_evm0 0 0 0 0
BL95931_evm1 0 0 0 0
BL19519_cuf11 1 0 0 0
BL12432_cuf1 0 0 0 0
BL18434_cuf0 0 0 0 0
BL22684_evm0 0 0 0 0
BL00270_cuf0 1 0 0 0
BL21572_cuf1 0 0 0 1
BL26485_evm0 0 0 0 0
BL20933_cuf0 0 0 0 0
BL72040_cuf0 0 0 0 0
BL25433_evm1 0 0 0 0
BL29055_evm0 0 0 0 0
BL73153_cuf0 1 0 0 0
BL12443_cuf6 0 1 0 0
BL18107_cuf3 0 0 0 0
BL32191_evm0 0 0 0 0
BL20969_evm0 0 0 0 0
BL14597_cuf0 4 0 0 0
BL11002_cuf0 0 0 0 0
BL95184_evm0 0 0 0 0
BL16945_evm0 0 0 0 0
BL03570_cuf2 0 2 0 0
BL26845_evm0 0 0 0 0
BL14232_cuf0 0 0 0 0
BL16385_cuf1 0 0 0 0
BL10809_evm0 0 2 0 0
BL07256_cuf0 0 0 0 0
BL20491_cuf2 0 0 0 0
BL28801_evm0 1 0 0 0
BL01806_evm0 0 0 0 0
BL17071_cuf2 0 0 0 0
BL11512_cuf3 0 0 0 0
BL39848_cuf0 0 1 0 0
BL03657_cuf3 0 3 0 0
BL96059_evm0 0 0 0 0
BL10284_cuf0 0 0 0 0
BL20618_cuf0 1 0 0 0
BL24029_cuf0 0 0 0 0
BL00624_evm1 0 0 0 0
BL41710_cuf0 0 0 0 0
BL20585_cuf0 4 0 0 0
BL77747_cuf2 0 0 0 0
BL02107_cuf0 0 0 0 0
BL00532_cuf1 0 0 0 0
BL27435_evm0 12 0 0 0
BL24658_cuf1 0 0 0 0
BL52770_cuf0 0 0 0 0
BL22971_cuf1 0 0 0 0
BL14289_evm3 0 0 0 0
BL03078_cuf0 0 0 0 0
BL23265_cuf9 0 0 0 0
BL06113_cuf0 0 0 0 0
BL20758_cuf0 1 0 0 0
BL28969_evm0 0 0 0 0
BL58992_cuf0 0 0 0 0
BL01004_cuf16 0 7 0 0
BL77523_cuf0 0 0 0 0
BL12303_cuf1 0 0 0 0
BL04446_cuf8 0 3 0 0
BL01466_cuf1 0 0 0 0
BL03692_cuf0 0 0 0 0
BL96411_cuf16 0 1 0 0
BL24291_cuf0 0 0 0 0
BL27896_evm0 0 0 0 0
BL18828_cuf0 0 0 0 0
BL05608_cuf4 0 0 0 0
BL20624_cuf0 0 0 0 0
BL10014_evm2 0 0 0 0
BL65299_cuf1 0 0 0 0
BL08497_cuf1 4 0 0 0
BL13880_cuf0 0 0 0 0
BL08393_cuf0 0 0 0 0
BL09731_cuf2 0 0 0 0
BL24895_cuf1 0 1 0 0
BL20705_cuf0 7 0 0 0
BL03548_evm0 0 0 0 0
BL81784_cuf0 1 0 0 0
BL20557_evm0 0 0 0 0
BL96202_cuf1 1 0 0 0
BL23253_evm0 0 0 0 0
BL00364_cuf9 0 1 0 0
BL19072_cuf11 0 3 0 0
BL05550_evm0 0 1 0 0
BL16313_cuf2 0 0 0 0
BL16205_evm0 0 0 0 0
BL03514_cuf0 0 1 0 0
BL18741_cuf1 12 0 0 0
BL15215_evm0 0 0 0 0
BL05641_evm0 0 1 0 0
BL12134_cuf0 0 0 0 0
BL11281_cuf2 0 2 0 0
BL14222_cuf0 0 0 0 0
BL00174_cuf3 0 5 0 0
BL14001_evm0 0 0 0 0
BL03022_cuf2 0 4 0 0
BL24226_evm1 0 0 0 0
BL61071_cuf0 0 0 0 0
BL09271_cuf0 1 0 0 0
BL19172_cuf0 0 0 0 0
BL26622_evm0 0 0 0 0
BL17851_cuf0 1 0 0 0
BL01269_cuf2 0 0 0 0
BL04014_evm0 0 0 0 0
BL02760_evm0 2 0 0 0
BL63393_cuf0 0 0 0 0
BL01285_evm3 0 0 0 0
BL24480_cuf3 0 0 0 0
BL63395_cuf0 0 0 0 0
BL05590_cuf0 0 0 0 0
BL19188_cuf0 0 0 0 0
BL02745_cuf0 0 0 0 0
BL23641_cuf1 0 0 0 0
BL11058_cuf1 0 0 0 0
BL02888_cuf0 0 0 0 0
BL44332_cuf0 1 0 0 0
BL17656_cuf0 0 0 0 0
BL04343_cuf3 1 0 0 0
BL60454_cuf0 0 0 0 0
BL96877_cuf0 0 1 0 0
BL09518_evm0 0 0 0 0
BL21575_evm0 0 9 0 0
BL07222_cuf1 0 0 0 0
BL04178_cuf1 0 0 0 0
BL21568_cuf0 0 0 0 0
BL11578_evm1 0 17 0 0
BL18329_cuf0 0 0 0 0
BL31280_evm0 0 0 0 0
BL15585_evm0 0 0 0 0
BL07840_evm0 0 0 0 0
BL21181_evm0 1 0 0 0
BL04371_cuf0 0 0 0 0
BL16285_cuf0 0 0 0 0
BL96661_cuf27 0 0 0 0
BL17878_evm0 0 0 0 0
BL22696_cuf0 0 0 0 0
BL63398_cuf0 0 0 0 0
BL22743_cuf6 0 0 0 0
BL95853_evm0 0 0 0 0
BL08606_evm0 0 0 0 0
BL10925_cuf6 0 0 0 0
BL16970_cuf0 0 0 0 0
BL31354_evm0 1 0 0 0
BL42968_cuf0 0 0 0 0
BL08931_cuf0 0 2 0 0
BL21414_cuf0 1 0 0 0
BL10824_cuf1 0 4 0 0
BL05721_cuf0 0 0 0 0
BL14962_cuf0 0 0 0 0
BL17465_cuf0 0 0 0 0
BL00564_evm0 0 0 0 0
BL96806_cuf11 2 1 0 0
BL39646_cuf0 0 0 0 0
BL03735_cuf24 0 1 0 0
